Title,ISSN,BUS,HUM,LAW,MED,NSEG,SSDG
Experimental and Molecular Pathology,00144800,NA,NA,NA,1,1,NA
Experimental Cell Research,00144827,NA,NA,NA,1,1,NA
Experimental Eye Research,00144835,NA,NA,NA,1,1,NA
Experimental Gerontology,05315565,NA,NA,NA,1,1,NA
Experimental Hematology,0301472X,NA,NA,NA,1,1,NA
Experimental Neurology,00144886,NA,NA,NA,1,NA,NA
Experimental Parasitology,00144894,NA,NA,NA,1,NA,NA
Experimental Thermal and Fluid Science,08941777,NA,NA,NA,NA,1,NA
Expert Systems with Applications,09574174,1,NA,NA,NA,1,NA
Expert Systems with Applications: X,25901885,NA,NA,NA,NA,1,NA
Explorations in Economic History,00144983,NA,1,NA,NA,NA,1
EXPLORE,15508307,NA,NA,NA,1,NA,NA
Expositiones Mathematicae,07230869,NA,NA,NA,NA,1,NA
Extreme Mechanics Letters,23524316,NA,NA,NA,NA,1,NA
Facial Plastic Surgery Clinics of North America,10647406,NA,NA,NA,1,NA,NA
Fertility and Sterility,00150282,NA,NA,NA,1,NA,NA
Field Crops Research,03784290,NA,NA,NA,NA,1,NA
Field Mycology,14681641,NA,NA,NA,NA,1,NA
Filtration + Separation,00151882,NA,NA,NA,NA,1,NA
Filtration Industry Analyst,13656937,NA,NA,NA,NA,1,NA
Finance Research Letters,15446123,1,NA,NA,NA,NA,1
Finite Elements in Analysis and Design,0168874X,NA,NA,NA,NA,1,NA
Finite Fields and Their Applications,10715797,NA,NA,NA,NA,1,NA
Fire Safety Journal,03797112,NA,NA,NA,NA,1,NA
Fish & Shellfish Immunology,10504648,NA,NA,NA,1,1,NA
Fisheries Research,01657836,NA,NA,NA,NA,1,NA
Fisioterapia,02115638,NA,NA,NA,1,NA,NA
Fitoterapia,0367326X,NA,NA,NA,1,NA,NA
FlatChem,24522627,NA,NA,NA,NA,1,NA
Flora,03672530,NA,NA,NA,NA,1,NA
Flow Measurement and Instrumentation,09555986,NA,NA,NA,NA,1,NA
Fluid Phase Equilibria,03783812,NA,NA,NA,NA,1,NA
FMC - Formación Médica Continuada en Atención Primaria,11342072,NA,NA,NA,1,NA,NA
Focus on Catalysts,13514180,NA,NA,NA,NA,1,NA
Focus on Pigments,09696210,NA,NA,NA,NA,1,NA
Focus on Powder Coatings,13645439,NA,NA,NA,NA,1,NA
Focus on Surfactants,13514210,NA,NA,NA,NA,1,NA
Food and Bioproducts Processing,09603085,NA,NA,NA,NA,1,NA
Food and Chemical Toxicology,02786915,NA,NA,NA,1,1,NA
Food and Waterborne Parasitology,24056766,NA,NA,NA,1,1,NA
Food Bioscience,22124292,NA,NA,NA,NA,1,NA
Food Chemistry,03088146,NA,NA,NA,NA,1,NA
Food Chemistry: X,25901575,NA,NA,NA,NA,1,NA
Food Control,09567135,NA,NA,NA,NA,1,NA
Food Hydrocolloids,0268005X,NA,NA,NA,NA,1,NA
Food Microbiology,07400020,NA,NA,NA,NA,1,NA
Food Packaging and Shelf Life,22142894,NA,NA,NA,NA,1,NA
Food Policy,03069192,NA,NA,NA,NA,1,1
Food Quality and Preference,09503293,NA,NA,NA,NA,1,NA
Food Research International,09639969,NA,NA,NA,NA,1,NA
Food Science and Human Wellness,22134530,NA,NA,NA,1,1,NA
Food Structure,22133291,NA,NA,NA,NA,1,NA
Food Webs,23522496,NA,NA,NA,NA,1,NA
Foot and Ankle Clinics,10837515,NA,NA,NA,1,NA,NA
Foot and Ankle Surgery,12687731,NA,NA,NA,1,NA,NA
Forensic Chemistry,24681709,NA,NA,NA,1,1,NA
Forensic Science International,03790738,NA,NA,1,1,1,NA
Forensic Science International Supplement Series,18751741,NA,NA,1,1,1,NA
Forensic Science International: Genetics,18724973,NA,NA,1,1,1,NA
Forensic Science International: Genetics Supplement Series,18751768,NA,NA,1,1,1,NA
Forensic Science International: Synergy,2589871X,NA,NA,NA,1,NA,NA
Forest Ecology and Management,03781127,NA,NA,NA,NA,1,NA
Forest Policy and Economics,13899341,NA,NA,NA,NA,1,1
Free Radical Biology and Medicine,08915849,NA,NA,NA,1,1,NA
Frontiers in Laboratory Medicine,25423649,NA,NA,NA,1,1,NA
Frontiers in Neuroendocrinology,00913022,NA,NA,NA,1,1,NA
Frontiers of Architectural Research,20952635,NA,1,NA,NA,1,1
Fuel,00162361,NA,NA,NA,NA,1,NA
Fuel and Energy Abstracts,01406701,NA,NA,NA,NA,1,NA
Fuel Cells Bulletin,14642859,NA,NA,NA,NA,1,NA
Fuel Processing Technology,03783820,NA,NA,NA,NA,1,NA
Fungal Biology,18786146,NA,NA,NA,NA,1,NA
Fungal Biology Reviews,17494613,NA,NA,NA,NA,1,NA
Fungal Ecology,17545048,NA,NA,NA,NA,1,NA
Fungal Genetics and Biology,10871845,NA,NA,NA,NA,1,NA
Fusion Engineering and Design,09203796,NA,NA,NA,NA,1,NA
Fuss & Sprunggelenk,16199987,NA,NA,NA,1,NA,NA
Future Generation Computer Systems,0167739X,NA,NA,NA,NA,1,NA
Futures,00163287,1,NA,NA,NA,NA,1
Fuzzy Sets and Systems,01650114,NA,NA,NA,NA,1,NA
Gaceta Sanitaria,02139111,NA,NA,NA,1,NA,1
Gait & Posture,09666362,NA,NA,NA,1,NA,NA
Games and Economic Behavior,08998256,1,NA,NA,NA,NA,1
Gastroenterología y Hepatología,02105705,NA,NA,NA,1,NA,NA
Gastroenterología y Hepatología (English Edition),24443824,NA,NA,NA,1,NA,NA
Gastroenterology,00165085,NA,NA,NA,1,NA,NA
Gastroenterology Clinics of North America,08898553,NA,NA,NA,1,NA,NA
Gastrointestinal Endoscopy,00165107,NA,NA,NA,1,NA,NA
Gastrointestinal Endoscopy Clinics of North America,10525157,NA,NA,NA,1,NA,NA
Gene,03781119,NA,NA,NA,NA,1,NA
Gene Expression Patterns,1567133X,NA,NA,NA,1,1,NA
Gene Reports,24520144,NA,NA,NA,NA,1,NA
Gene: X,25901583,NA,NA,NA,NA,1,NA
General and Comparative Endocrinology,00166480,NA,NA,NA,NA,1,NA
General Hospital Psychiatry,01638343,NA,NA,NA,1,NA,NA
Genes & Diseases,23523042,NA,NA,NA,NA,1,NA
Genomics,08887543,NA,NA,NA,NA,1,NA
"Genomics, Proteomics & Bioinformatics",16720229,NA,NA,NA,NA,1,NA
Geobios,00166995,NA,NA,NA,NA,1,NA
Geochimica et Cosmochimica Acta,00167037,NA,NA,NA,NA,1,NA
Geoderma,00167061,NA,NA,NA,NA,1,NA
Geoderma Regional,23520094,NA,NA,NA,NA,1,NA
Geodesy and Geodynamics,16749847,NA,NA,NA,NA,1,NA
Geoforum,00167185,NA,NA,NA,NA,NA,1
Geomechanics for Energy and the Environment,23523808,NA,NA,NA,NA,1,NA
Geomorphology,0169555X,NA,NA,NA,NA,1,NA
Geoscience Frontiers,16749871,NA,NA,NA,NA,1,NA
Geotextiles and Geomembranes,02661144,NA,NA,NA,NA,1,NA
Geothermics,03756505,NA,NA,NA,NA,1,NA
Geriatric Nursing,01974572,NA,NA,NA,1,NA,NA
Global and Planetary Change,09218181,NA,NA,NA,NA,1,NA
Global Ecology and Conservation,23519894,NA,NA,NA,NA,1,NA
Global Energy Interconnection,20965117,NA,NA,NA,NA,1,NA
Global Environmental Change,09593780,NA,NA,NA,NA,1,1
Global Epidemiology,25901133,NA,NA,NA,1,NA,NA
Global Finance Journal,10440283,1,NA,NA,NA,NA,1
Global Food Security,22119124,NA,NA,NA,NA,1,1
Global Health Journal,24146447,NA,NA,NA,1,NA,NA
Global Heart,22118160,NA,NA,NA,1,NA,NA
Global Transitions,25897918,NA,NA,NA,1,1,NA
Gondwana Research,1342937X,NA,NA,NA,NA,1,NA
Government Information Quarterly,0740624X,1,NA,1,NA,NA,1
Graphical Models,15240703,NA,NA,NA,NA,1,NA
Green Energy & Environment,24680257,NA,NA,NA,NA,1,NA
Groundwater for Sustainable Development,2352801X,NA,NA,NA,NA,1,NA
Growth Hormone & IGF Research,10966374,NA,NA,NA,1,1,NA
Gynecologic Oncology,00908258,NA,NA,NA,1,NA,NA
Gynecologic Oncology Reports,23525789,NA,NA,NA,1,NA,NA
Gynécologie Obstétrique Fertilité & Sénologie,24687189,NA,NA,NA,1,NA,NA
Habitat International,01973975,NA,NA,NA,NA,NA,1
Hand Clinics,07490712,NA,NA,NA,1,NA,NA
Hand Surgery and Rehabilitation,24681229,NA,NA,NA,1,NA,NA
HardwareX,24680672,NA,NA,NA,NA,1,NA
Harmful Algae,15689883,NA,NA,NA,NA,1,NA
Health & Place,13538292,NA,NA,NA,1,NA,1
Health Policy,01688510,NA,NA,NA,1,NA,NA
Health Policy and Technology,22118837,NA,NA,NA,1,NA,NA
Health Professions Education,24523011,NA,NA,NA,1,NA,NA
Healthcare,22130764,NA,NA,NA,1,1,NA
Hearing Research,03785955,NA,NA,NA,1,NA,NA
Heart & Lung,01479563,NA,NA,NA,1,NA,NA
Heart Failure Clinics,15517136,NA,NA,NA,1,NA,NA
Heart Rhythm,15475271,NA,NA,NA,1,NA,NA
"Heart, Lung and Circulation",14439506,NA,NA,NA,1,NA,NA
HeartRhythm Case Reports,22140271,NA,NA,NA,1,NA,NA
Heliyon,24058440,1,1,NA,1,1,1
Hellenic Journal of Cardiology,11099666,NA,NA,NA,1,NA,NA
"Hematology, Transfusion and Cell Therapy",25311379,NA,NA,NA,1,NA,NA
Hematology/Oncology and Stem Cell Therapy,16583876,NA,NA,NA,1,1,NA
Hematology/Oncology Clinics of North America,08898588,NA,NA,NA,1,NA,NA
Hepatobiliary & Pancreatic Diseases International,14993872,NA,NA,NA,1,NA,NA
High Energy Density Physics,15741818,NA,NA,NA,NA,1,NA
Hipertensión y Riesgo Vascular,18891837,NA,NA,NA,1,NA,NA
Historia Mathematica,03150860,NA,1,NA,NA,1,NA
HOMO,0018442X,NA,NA,NA,1,1,1
Hormones and Behavior,0018506X,NA,NA,NA,1,1,NA
Horticultural Plant Journal,24680141,NA,NA,NA,NA,1,NA
HPB,1365182X,NA,NA,NA,1,NA,NA
Human Immunology,01988859,NA,NA,NA,1,NA,NA
Human Microbiome Journal,24522317,NA,NA,NA,1,1,NA
Human Movement Science,01679457,NA,NA,NA,1,1,1
Human Pathology,00468177,NA,NA,NA,1,NA,NA
Human Pathology: Case Reports,22143300,NA,NA,NA,1,NA,NA
Human Resource Management Review,10534822,1,NA,NA,NA,1,NA
Hydrometallurgy,0304386X,NA,NA,NA,NA,1,NA
HydroResearch,25897578,NA,NA,NA,NA,1,NA
IATSS Research,03861112,1,NA,NA,NA,NA,1
IBRO Reports,24518301,NA,NA,NA,1,1,NA
Icarus,00191035,NA,NA,NA,NA,1,NA
ICT Express,24059595,NA,NA,NA,NA,1,NA
IDCases,22142509,NA,NA,NA,1,1,NA
IFAC Journal of Systems and Control,24686018,NA,NA,NA,NA,1,NA
IFAC-PapersOnLine,24058963,NA,NA,NA,NA,1,NA
IHJ Cardiovascular Case Reports (CVCR),2468600X,NA,NA,NA,1,NA,NA
IIMB Management Review,09703896,1,NA,NA,NA,NA,NA
IJC Heart & Vasculature,23529067,NA,NA,NA,1,NA,NA
Image and Vision Computing,02628856,NA,NA,NA,NA,1,NA
Imagerie de la Femme,17769817,NA,NA,NA,1,NA,NA
Immunity,10747613,NA,NA,NA,1,NA,NA
Immunobiology,01712985,NA,NA,NA,1,1,NA
Immunology and Allergy Clinics of North America,08898561,NA,NA,NA,1,NA,NA
Immunology Letters,01652478,NA,NA,NA,1,NA,NA
In Analysis,25423606,NA,NA,NA,1,1,NA
Indagationes Mathematicae,00193577,NA,NA,NA,NA,1,NA
Indian Heart Journal,00194832,NA,NA,NA,1,NA,NA
Indian Journal of Tuberculosis,00195707,NA,NA,NA,1,NA,NA
Indian Pacing and Electrophysiology Journal,09726292,NA,NA,NA,1,NA,NA
Industrial Crops and Products,09266690,NA,NA,NA,NA,1,NA
Industrial Marketing Management,00198501,1,NA,NA,NA,NA,NA
Infant Behavior and Development,01636383,NA,NA,NA,NA,1,NA
Infection Prevention in Practice,25900889,NA,NA,NA,1,NA,NA
"Infection, Disease & Health",24680451,NA,NA,NA,1,NA,NA
"Infection, Genetics and Evolution",15671348,NA,NA,NA,1,1,NA
Infectious Disease Clinics of North America,08915520,NA,NA,NA,1,NA,NA
Infectious Disease Modelling,24680427,NA,NA,NA,1,NA,NA
Informatics in Medicine Unlocked,23529148,NA,NA,NA,1,1,NA
Information & Management,03787206,1,NA,NA,NA,1,NA
Information and Computation,08905401,NA,NA,NA,NA,1,NA
Information and Organization,14717727,1,NA,NA,NA,1,1
Information and Software Technology,09505849,NA,NA,NA,NA,1,NA
Information Economics and Policy,01676245,1,NA,NA,NA,NA,1
Information Fusion,15662535,NA,NA,NA,NA,1,NA
Information Processing & Management,03064573,NA,NA,NA,NA,1,1
Information Processing in Agriculture,22143173,NA,NA,NA,NA,1,NA
Information Processing Letters,00200190,NA,NA,NA,NA,1,NA
Information Sciences,00200255,NA,NA,NA,NA,1,NA
Information Systems,03064379,1,NA,NA,NA,1,NA
Infrared Physics & Technology,13504495,NA,NA,NA,NA,1,NA
Injury,00201383,NA,NA,NA,1,NA,NA
Innovative Food Science & Emerging Technologies,14668564,NA,NA,NA,NA,1,NA
Inorganic Chemistry Communications,13877003,NA,NA,NA,NA,1,NA
Inorganica Chimica Acta,00201693,NA,NA,NA,NA,1,NA
Insect Biochemistry and Molecular Biology,09651748,NA,NA,NA,NA,1,NA
Insurance: Mathematics and Economics,01676687,NA,NA,NA,NA,1,1
Integration,01679260,NA,NA,NA,NA,1,NA
Integrative Medicine Research,22134220,NA,NA,NA,1,NA,NA
Intelligence,01602896,NA,NA,NA,NA,1,NA
Intensive and Critical Care Nursing,09643397,NA,NA,NA,1,NA,NA
Interdisciplinary Neurosurgery,22147519,NA,NA,NA,1,NA,NA
Intermetallics,09669795,NA,NA,NA,NA,1,NA
International Biodeterioration & Biodegradation,09648305,NA,NA,NA,NA,1,NA
International Business Review,09695931,1,NA,NA,NA,NA,NA
International Communications in Heat and Mass Transfer,07351933,NA,NA,NA,NA,1,NA
International Dairy Journal,09586946,NA,NA,NA,1,1,NA
International Economics,21107017,1,NA,NA,NA,NA,NA
International Emergency Nursing,1755599X,NA,NA,NA,1,NA,NA
International Immunopharmacology,15675769,NA,NA,NA,1,NA,NA
International Journal for Parasitology,00207519,NA,NA,NA,1,NA,NA
International Journal for Parasitology: Drugs and Drug Resistance,22113207,NA,NA,NA,1,1,NA
International Journal for Parasitology: Parasites and Wildlife,22132244,NA,NA,NA,1,1,NA
International Journal of Accounting Information Systems,14670895,1,NA,NA,NA,1,NA
International Journal of Adhesion and Adhesives,01437496,NA,NA,NA,NA,1,NA
International Journal of Africa Nursing Sciences,22141391,NA,NA,NA,1,NA,NA
International Journal of Antimicrobial Agents,09248579,NA,NA,NA,1,1,NA
International Journal of Applied Earth Observation and Geoinformation,03032434,NA,NA,NA,NA,1,NA
International Journal of Approximate Reasoning,0888613X,NA,NA,NA,NA,1,NA
International Journal of Biological Macromolecules,01418130,NA,NA,NA,NA,1,NA
International Journal of Cardiology,01675273,NA,NA,NA,1,NA,NA
International Journal of Cardiology Hypertension,25900862,NA,NA,NA,1,NA,NA
International Journal of Child-Computer Interaction,22128689,NA,NA,NA,NA,1,NA
International Journal of Clinical and Health Psychology,16972600,NA,NA,NA,NA,1,NA
International Journal of Coal Geology,01665162,NA,NA,NA,NA,1,NA
International Journal of Critical Infrastructure Protection,18745482,NA,NA,NA,NA,1,1
International Journal of Developmental Neuroscience,07365748,NA,NA,NA,1,1,NA
International Journal of Disaster Risk Reduction,22124209,NA,NA,NA,NA,1,1
International Journal of Drug Policy,09553959,NA,NA,NA,1,NA,1
International Journal of Educational Development,07380593,NA,NA,NA,NA,NA,1
International Journal of Educational Research,08830355,NA,NA,NA,NA,NA,1
International Journal of Electrical Power & Energy Systems,01420615,NA,NA,NA,NA,1,NA
International Journal of Engineering Science,00207225,NA,NA,NA,NA,1,NA
International Journal of Fatigue,01421123,NA,NA,NA,NA,1,NA
International Journal of Food Microbiology,01681605,NA,NA,NA,NA,1,NA
International Journal of Forecasting,01692070,1,NA,NA,NA,1,NA
International Journal of Gastronomy and Food Science,1878450X,NA,NA,NA,NA,1,1
International Journal of Geoheritage and Parks,25774441,NA,NA,NA,NA,1,1
International Journal of Greenhouse Gas Control,17505836,NA,NA,NA,NA,1,NA
International Journal of Heat and Fluid Flow,0142727X,NA,NA,NA,NA,1,NA
International Journal of Heat and Mass Transfer,00179310,NA,NA,NA,NA,1,NA
International Journal of Hospitality Management,02784319,1,NA,NA,NA,NA,NA
International Journal of Human-Computer Studies,10715819,NA,NA,NA,NA,1,1
International Journal of Hydrogen Energy,03603199,NA,NA,NA,NA,1,NA
International Journal of Hygiene and Environmental Health,14384639,NA,NA,NA,1,1,NA
International Journal of Impact Engineering,0734743X,NA,NA,NA,NA,1,NA
International Journal of Industrial Ergonomics,01698141,NA,NA,NA,NA,1,1
International Journal of Industrial Organization,01677187,1,NA,NA,NA,NA,1
International Journal of Infectious Diseases,12019712,NA,NA,NA,1,1,NA
International Journal of Information Management,02684012,1,NA,NA,NA,NA,1
International Journal of Innovation Studies,20962487,1,NA,NA,NA,1,NA
International Journal of Intercultural Relations,01471767,1,NA,NA,NA,1,1
International Journal of Law and Psychiatry,01602527,NA,NA,1,1,NA,NA
"International Journal of Law, Crime and Justice",17560616,NA,NA,1,NA,NA,1
International Journal of Lightweight Materials and Manufacture,25888404,NA,NA,NA,NA,1,NA
International Journal of Machine Tools and Manufacture,08906955,NA,NA,NA,NA,1,NA
International Journal of Mass Spectrometry,13873806,NA,NA,NA,1,1,NA
International Journal of Mechanical Sciences,00207403,NA,NA,NA,NA,1,NA
International Journal of Medical Informatics,13865056,NA,NA,NA,1,1,NA
International Journal of Medical Microbiology,14384221,NA,NA,NA,1,1,NA
International Journal of Mining Science and Technology,20952686,NA,NA,NA,NA,1,NA
International Journal of Multiphase Flow,03019322,NA,NA,NA,NA,1,NA
International Journal of Naval Architecture and Ocean Engineering,20926782,NA,NA,NA,NA,1,NA
International Journal of Non-Linear Mechanics,00207462,NA,NA,NA,NA,1,NA
International Journal of Nursing Sciences,23520132,NA,NA,NA,1,NA,NA
International Journal of Nursing Studies,00207489,NA,NA,NA,1,NA,1
International Journal of Obstetric Anesthesia,0959289X,NA,NA,NA,1,NA,NA
International Journal of Oral and Maxillofacial Surgery,09015027,NA,NA,NA,1,NA,NA
International Journal of Orthopaedic and Trauma Nursing,18781241,NA,NA,NA,1,NA,NA
International Journal of Osteopathic Medicine,17460689,NA,NA,NA,1,NA,NA
International Journal of Paleopathology,18799817,NA,NA,NA,1,1,1
International Journal of Pediatric Otorhinolaryngology,01655876,NA,NA,NA,1,NA,NA
International Journal of Pediatric Otorhinolaryngology Case Reports,25889109,NA,NA,NA,1,NA,NA
International Journal of Pediatrics and Adolescent Medicine,23526467,NA,NA,NA,1,NA,NA
International Journal of Pharmaceutics,03785173,NA,NA,NA,1,NA,NA
International Journal of Pharmaceutics: X,25901567,NA,NA,NA,1,NA,NA
International Journal of Plasticity,07496419,NA,NA,NA,NA,1,NA
International Journal of Pressure Vessels and Piping,03080161,NA,NA,NA,NA,1,NA
International Journal of Production Economics,09255273,NA,NA,NA,NA,1,1
International Journal of Project Management,02637863,1,NA,NA,NA,1,NA
International Journal of Psychophysiology,01678760,NA,NA,NA,NA,1,NA
International Journal of Radiation Oncology*Biology*Physics,03603016,NA,NA,NA,1,1,NA
International Journal of Refractory Metals and Hard Materials,02634368,NA,NA,NA,NA,1,NA
International Journal of Refrigeration,01407007,NA,NA,NA,NA,1,NA
International Journal of Research in Marketing,01678116,1,NA,NA,NA,1,NA
International Journal of Rock Mechanics and Mining Sciences,13651609,NA,NA,NA,NA,1,NA
International Journal of Sediment Research,10016279,NA,NA,NA,NA,1,NA
International Journal of Solids and Structures,00207683,NA,NA,NA,NA,1,NA
International Journal of Surgery,17439191,NA,NA,NA,1,NA,NA
International Journal of Surgery Case Reports,22102612,NA,NA,NA,1,NA,NA
International Journal of Surgery Open,24058572,NA,NA,NA,1,NA,NA
International Journal of Surgery Protocols,24683574,NA,NA,NA,1,NA,NA
International Journal of Thermal Sciences,12900729,NA,NA,NA,NA,1,NA
International Journal of Transportation Science and Technology,20460430,1,NA,NA,NA,1,NA
International Journal of Women's Dermatology,23526475,NA,NA,NA,1,NA,NA
International Orthodontics,17617227,NA,NA,NA,1,NA,NA
International Review of Economics & Finance,10590560,1,NA,NA,NA,NA,1
International Review of Economics Education,14773880,NA,NA,NA,NA,NA,1
International Review of Financial Analysis,10575219,1,NA,NA,NA,NA,1
International Review of Law and Economics,01448188,1,NA,1,NA,NA,NA
International Soil and Water Conservation Research,20956339,NA,NA,NA,NA,1,NA
Internet Interventions,22147829,NA,NA,NA,1,1,NA
Internet of Things,25426605,1,NA,NA,NA,1,NA
Interventional Cardiology Clinics,22117458,NA,NA,NA,1,NA,NA
IRBM,19590318,NA,NA,NA,1,1,NA
IRBM News,19597568,NA,NA,NA,1,1,NA
ISA Transactions,00190578,NA,NA,NA,NA,1,NA
iScience,25890042,NA,NA,NA,NA,1,NA
ISPRS Journal of Photogrammetry and Remote Sensing,09242716,NA,NA,NA,NA,1,NA
JAAD Case Reports,23525126,NA,NA,NA,1,NA,NA
JACC: Basic to Translational Science,2452302X,NA,NA,NA,1,NA,NA
JACC: Cardiovascular Imaging,1936878X,NA,NA,NA,1,NA,NA
JACC: Cardiovascular Interventions,19368798,NA,NA,NA,1,NA,NA
JACC: Clinical Electrophysiology,2405500X,NA,NA,NA,1,NA,NA
JACC: Heart Failure,22131779,NA,NA,NA,1,NA,NA
Japan and the World Economy,09221425,1,NA,NA,NA,NA,1
Japanese Dental Science Review,18827616,NA,NA,NA,1,NA,NA
JCRS Online Case Reports,22141677,NA,NA,NA,1,NA,NA
JHEP Reports,25895559,NA,NA,NA,1,NA,NA
JMV-Journal de Médecine Vasculaire,25424513,NA,NA,NA,1,NA,NA
Joint Bone Spine,1297319X,NA,NA,NA,1,NA,NA
Jornal de Pediatria,00217557,NA,NA,NA,1,NA,NA
Jornal de Pediatria (Versão em Português),22555536,NA,NA,NA,1,NA,NA
Joule,25424351,NA,NA,NA,NA,1,NA
Journal  of Pharmacological Sciences,13478613,NA,NA,NA,1,NA,NA
Journal d'imagerie diagnostique et interventionnelle,25433431,NA,NA,NA,1,NA,NA
Journal de Chirurgie Viscérale,1878786X,NA,NA,NA,1,NA,NA
Journal de Mathématiques Pures et Appliquées,00217824,NA,NA,NA,NA,1,NA
Journal de Mycologie Médicale,11565233,NA,NA,NA,1,NA,NA
Journal de Pédiatrie et de Puériculture,09877983,NA,NA,NA,1,NA,NA
Journal de Thérapie Comportementale et Cognitive,11551704,NA,NA,NA,1,1,NA
Journal de Traumatologie du Sport,0762915X,NA,NA,NA,1,NA,NA
Journal Européen des Urgences et de Réanimation,22114238,NA,NA,NA,1,NA,NA
Journal for Nature Conservation,16171381,NA,NA,NA,NA,1,NA
Journal Français d'Ophtalmologie,01815512,NA,NA,NA,1,NA,NA
Journal of Accounting and Economics,01654101,1,NA,NA,NA,NA,1
Journal of Accounting and Public Policy,02784254,1,NA,NA,NA,NA,1
Journal of Accounting Education,07485751,1,NA,NA,NA,NA,1
Journal of Accounting Literature,07374607,1,NA,NA,NA,NA,NA
Journal of Acupuncture and Meridian Studies,20052901,NA,NA,NA,1,NA,NA
Journal of Adolescence,01401971,NA,NA,NA,1,1,NA
Journal of Adolescent Health,1054139X,NA,NA,NA,1,NA,1
Journal of Advanced Research,20901232,NA,NA,NA,NA,1,NA
Journal of Aerosol Science,00218502,NA,NA,NA,NA,1,NA
Journal of Affective Disorders,01650327,NA,NA,NA,1,NA,NA
Journal of African Earth Sciences,1464343X,NA,NA,NA,NA,1,NA
Journal of Aging Studies,08904065,NA,NA,NA,1,NA,1
Journal of Air Transport Management,09696997,1,NA,1,NA,1,NA
Journal of Algebra,00218693,NA,NA,NA,NA,1,NA
Journal of Allergy and Clinical Immunology,00916749,NA,NA,NA,1,NA,NA
Journal of Alloys and Compounds,09258388,NA,NA,NA,NA,1,NA
Journal of American Association for Pediatric Ophthalmology and Strabismus,10918531,NA,NA,NA,1,NA,NA
Journal of Analytical and Applied Pyrolysis,01652370,NA,NA,NA,NA,1,NA
Journal of Anesthesia History,23524529,NA,1,NA,1,NA,1
Journal of Anthropological Archaeology,02784165,NA,1,NA,NA,NA,1
Journal of Anxiety Disorders,08876185,NA,NA,NA,1,1,NA
Journal of Applied Developmental Psychology,01933973,NA,NA,NA,NA,1,1
Journal of Applied Geophysics,09269851,NA,NA,NA,NA,1,NA
Journal of Applied Research in Memory and Cognition,22113681,NA,NA,NA,NA,1,NA
Journal of Applied Research on Medicinal and Aromatic Plants,22147861,NA,NA,NA,1,1,NA
Journal of Approximation Theory,00219045,NA,NA,NA,NA,1,NA
Journal of Archaeological Science,03054403,NA,1,NA,NA,1,1
Journal of Archaeological Science: Reports,2352409X,NA,1,NA,NA,NA,1
Journal of Arid Environments,01401963,NA,NA,NA,NA,1,NA
Journal of Arthroscopy and Joint Surgery,22149635,NA,NA,NA,1,NA,NA
Journal of Asia-Pacific Biodiversity,2287884X,NA,NA,NA,NA,1,NA
Journal of Asia-Pacific Entomology,12268615,NA,NA,NA,NA,1,NA
Journal of Asian Earth Sciences,13679120,NA,NA,NA,NA,1,NA
Journal of Asian Earth Sciences: X,25900560,NA,NA,NA,NA,1,NA
Journal of Asian Economics,10490078,1,NA,NA,NA,NA,1
Journal of Atmospheric and Solar-Terrestrial Physics,13646826,NA,NA,NA,NA,1,NA
Journal of Autoimmunity,08968411,NA,NA,NA,1,NA,NA
Journal of Ayurveda and Integrative Medicine,09759476,NA,NA,NA,1,NA,NA
Journal of Banking & Finance,03784266,1,NA,NA,NA,NA,1
Journal of Behavior Therapy and Experimental Psychiatry,00057916,NA,NA,NA,1,1,NA
Journal of Behavioral and Experimental Economics,22148043,1,NA,NA,NA,1,1
Journal of Behavioral and Experimental Finance,22146350,1,NA,NA,NA,1,NA
Journal of Biomechanics,00219290,NA,NA,NA,1,1,NA
Journal of Biomedical Informatics,15320464,NA,NA,NA,1,1,NA
Journal of Biomedical Informatics: X,2590177X,NA,NA,NA,1,NA,NA
Journal of Biosafety and Biosecurity,25889338,NA,NA,NA,1,1,1
Journal of Bioscience and Bioengineering,13891723,NA,NA,NA,NA,1,NA
Journal of Biotechnology,01681656,NA,NA,NA,NA,1,NA
Journal of Biotechnology: X,25901559,NA,NA,NA,NA,1,NA
Journal of Bodywork and Movement Therapies,13608592,NA,NA,NA,1,NA,NA
Journal of Bone Oncology,22121374,NA,NA,NA,1,1,NA
Journal of Building Engineering,23527102,1,NA,NA,NA,1,NA
Journal of Business Research,01482963,1,NA,NA,NA,NA,NA
Journal of Business Venturing,08839026,1,NA,NA,NA,NA,NA
Journal of Business Venturing Insights,23526734,1,NA,NA,NA,NA,NA
Journal of Cancer Policy,22135383,NA,NA,NA,1,NA,NA
Journal of Cardiac Failure,10719164,NA,NA,NA,1,NA,NA
Journal of Cardiology,09145087,NA,NA,NA,1,NA,NA
Journal of Cardiology Cases,18785409,NA,NA,NA,1,NA,NA
Journal of Cardiothoracic and Vascular Anesthesia,10530770,NA,NA,NA,1,NA,NA
Journal of Cardiovascular Computed Tomography,19345925,NA,NA,NA,1,NA,NA
Journal of Catalysis,00219517,NA,NA,NA,NA,1,NA
Journal of Cataract & Refractive Surgery,08863350,NA,NA,NA,1,NA,NA
Journal of Cereal Science,07335210,NA,NA,NA,NA,1,NA
Journal of Chemical Health and Safety,18715532,NA,NA,NA,NA,1,NA
Journal of Chemical Neuroanatomy,08910618,NA,NA,NA,NA,1,NA
