year,P.ISSN,E.ISSN,journal_name,open_access
2014,NULL,18248039,Proceedings of Science,0
2014,09628452,14712954,Proceedings of the Royal Society B: Biological Sciences,0
2014,00032700,15206882,Analytical Chemistry,0
2014,00014842,15204898,Accounts of Chemical Research,0
2014,NULL,1471244X,BMC Psychiatry,1
2014,0264410X,18732518,Vaccine,0
2014,07351097,15583597,Journal of the American College of Cardiology,1
2014,NULL,10944087,Optics Express,0
2014,11769106,11782005,International Journal of COPD,1
2014,03636135,15221539,American Journal of Physiology - Heart and Circulatory Physiology,0
2014,13674803,14602059,Bioinformatics,1
2014,0025326X,18793363,Marine Pollution Bulletin,0
2014,1073449X,15354970,American Journal of Respiratory and Critical Care Medicine,0
2014,00221767,15506606,Journal of Immunology,1
2014,0195668X,15229645,European Heart Journal,1
2014,NULL,20411723,Nature Communications,1
2014,NULL,17448603,Globalization and Health,1
2014,NULL,20411723,Nature Communications,1
2014,00319007,10797114,Physical Review Letters,1
2014,05562813,1089490X,Physical Review C - Nuclear Physics,0
2014,19450877,19379145,Science Signaling,0
2014,NULL,19326203,PLoS ONE,1
2014,1940087X,NULL,Journal of Visualized Experiments,1
2014,NULL,NULL,"Handbook of Spectroscopy: Second, Enlarged Edition",0
2014,NULL,NULL,Methods and Applications of Statistics in Clinical Trials,0
2014,NULL,NULL,Methods and Applications of Statistics in Clinical Trials,0
2014,NULL,NULL,Methods and Applications of Statistics in Clinical Trials,0
2014,NULL,NULL,Methods and Applications of Statistics in Clinical Trials,0
2014,00036951,NULL,Applied Physics Letters,0
2014,09509232,14765594,Oncogene,0
2014,00319007,10797114,Physical Review Letters,0
2014,00319007,10797114,Physical Review Letters,0
2014,00319007,10797114,Physical Review Letters,0
2014,20403364,20403372,Nanoscale,0
2014,00319007,10797114,Physical Review Letters,0
2014,00221694,NULL,Journal of Hydrology,0
2014,00253162,NULL,Marine Biology,0
2014,00221694,NULL,Journal of Hydrology,0
2014,00029297,15376605,American Journal of Human Genetics,1
2014,19345909,18759777,Cell Stem Cell,1
2014,NULL,14726963,BMC Health Services Research,1
2014,08966273,10974199,Neuron,1
2014,00027863,15205126,Journal of the American Chemical Society,1
2014,NULL,20452322,Scientific Reports,1
2014,NULL,19326203,PLoS ONE,1
2014,NULL,17417015,BMC Medicine,1
2014,21966311,2196632X,Earth Surface Dynamics,1
2014,21612129,21507511,mBio,1
2014,NULL,19326203,PLoS ONE,1
2014,00097322,15244539,Circulation,1
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2014,14346044,14346052,European Physical Journal C,1
2014,00036951,NULL,Applied Physics Letters,0
2014,00219738,15588238,Journal of Clinical Investigation,1
2014,00319007,10797114,Physical Review Letters,0
2014,00442526,16130103,Zeitschrift fur die Alttestamentliche Wissenschaft,0
2014,03636127,15221466,American Journal of Physiology - Renal Physiology,0
2014,NULL,22279717,Processes,1
2014,NULL,22237747,Plants,1
2014,15491684,15578577,Rejuvenation Research,0
2014,03636143,15221563,American Journal of Physiology - Cell Physiology,0
2014,0169555X,NULL,Geomorphology,0
2014,0169555X,NULL,Geomorphology,0
2014,00218936,15289036,"Journal of Applied Mechanics, Transactions ASME",0
2014,00189464,NULL,IEEE Transactions on Magnetics,0
2014,NULL,NULL,Developing Insights in Cartilage Repair,0
2014,0732183X,15277755,Journal of Clinical Oncology,0
2014,00314005,10984275,Pediatrics,1
2014,13674803,14602059,Bioinformatics,1
2014,00179310,NULL,International Journal of Heat and Mass Transfer,0
2014,NULL,17425468,Journal of Statistical Mechanics: Theory and Experiment,0
2014,02784297,15509613,Journal of Ultrasound in Medicine,1
2014,20458932,20458940,Pulmonary Circulation,0
2014,10584838,15376591,Clinical Infectious Diseases,1
2014,16625137,NULL,Frontiers in Systems Neuroscience,1
2014,NULL,17417007,BMC Biology,1
2014,10898603,10898611,Nitric Oxide - Biology and Chemistry,0
2014,02776715,10970258,Statistics in Medicine,0
2014,03060225,NULL,Sub-Cellular Biochemistry,0
2014,NULL,NULL,Islam and Public Controversy in Europe,0
2014,NULL,NULL,Soundscapes of Wellbeing in Popular Music,0
2014,1616301X,16163028,Advanced Functional Materials,0
2014,10706631,10897666,Physics of Fluids,0
2014,NULL,19326203,PLoS ONE,1
2014,09538984,1361648X,Journal of Physics Condensed Matter,0
2014,00097322,15244539,Circulation,1
2014,NULL,NULL,Online Panel Research: A Data Quality Perspective,0
2014,15393755,15502376,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",0
2014,00319007,10797114,Physical Review Letters,0
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",1
2014,NULL,14712164,BMC Genomics,1
2014,02624079,NULL,New Scientist,0
2014,05562813,1089490X,Physical Review C - Nuclear Physics,0
2014,10675027,1527974X,Journal of the American Medical Informatics Association,1
2014,15592294,15592308,Epigenetics,0
2014,NULL,14712334,BMC Infectious Diseases,1
2014,09359648,15214095,Advanced Materials,0
2014,20403364,20403372,Nanoscale,0
2014,00283878,1526632X,Neurology,1
2014,15230864,15577716,Antioxidants and Redox Signaling,0
2014,02776715,10970258,Statistics in Medicine,0
2014,0004637X,15384357,Astrophysical Journal,1
2014,15230864,15577716,Antioxidants and Redox Signaling,0
2014,0013936X,15205851,Environmental Science and Technology,0
2014,NULL,19326203,PLoS ONE,1
2014,02712091,10970363,International Journal for Numerical Methods in Fluids,0
2014,NULL,17509378,Infectious Agents and Cancer,1
2014,00097322,15244539,Circulation,1
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,00319007,10797114,Physical Review Letters,1
2014,00948276,19448007,Geophysical Research Letters,1
2014,NULL,17424682,Theoretical Biology and Medical Modelling,1
2014,16617827,16604601,International Journal of Environmental Research and Public Health,1
2014,00219258,1083351X,Journal of Biological Chemistry,1
2014,11266708,10298479,Journal of High Energy Physics,1
2014,0022328X,NULL,Journal of Organometallic Chemistry,0
2014,01460404,15525783,Investigative Ophthalmology and Visual Science,1
2014,13674803,14602059,Bioinformatics,1
2014,08977151,15579042,Journal of Neurotrauma,0
2014,0140525X,14691825,Behavioral and Brain Sciences,0
2014,01694332,NULL,Applied Surface Science,0
2014,00167037,NULL,Geochimica et Cosmochimica Acta,0
2014,00167037,NULL,Geochimica et Cosmochimica Acta,1
2014,03781127,NULL,Forest Ecology and Management,0
2014,16136810,16136829,Small,0
2014,16617827,16604601,International Journal of Environmental Research and Public Health,1
2014,15306984,15306992,Nano Letters,1
2014,NULL,20411723,Nature Communications,1
2014,08974756,15205002,Chemistry of Materials,0
2014,15499618,15499626,Journal of Chemical Theory and Computation,1
2014,NULL,19326203,PLoS ONE,1
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2014,05562813,1089490X,Physical Review C - Nuclear Physics,0
2014,15345807,18781551,Developmental Cell,1
2014,NULL,19326203,PLoS ONE,1
2014,NULL,19485875,ACS Medicinal Chemistry Letters,1
2014,NULL,17561833,BMJ (Online),1
2014,00064971,15280020,Blood,1
2014,00928674,10974172,Cell,1
2014,00319007,10797114,Physical Review Letters,0
2014,00219606,NULL,Journal of Chemical Physics,1
2014,00219606,NULL,Journal of Chemical Physics,0
2014,00219606,NULL,Journal of Chemical Physics,0
2014,20403364,20403372,Nanoscale,0
2014,00218979,10897550,Journal of Applied Physics,0
2014,09628452,14712954,Proceedings of the Royal Society B: Biological Sciences,1
2014,NULL,1177889X,Patient Preference and Adherence,1
2014,00219606,NULL,Journal of Chemical Physics,0
2014,NULL,19326203,PLoS ONE,1
2014,00219606,NULL,Journal of Chemical Physics,0
2014,00219606,NULL,Journal of Chemical Physics,0
2014,NULL,NULL,Nanotechnology Applications for Clean Water: Solutions for Improving Water Quality: Second Edition,0
2014,NULL,NULL,Handbook of Pharmacogenomics and Stratified Medicine,0
2014,0013936X,15205851,Environmental Science and Technology,0
2014,0013936X,15205851,Environmental Science and Technology,0
2014,0013936X,15205851,Environmental Science and Technology,1
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,09609822,NULL,Current Biology,1
2014,NULL,19326203,PLoS ONE,1
2014,09609822,NULL,Current Biology,1
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2014,09593330,1479487X,Environmental Technology (United Kingdom),0
2014,15237060,15237052,Organic Letters,1
2014,13558250,NULL,Journal of Consciousness Studies,0
2014,03636135,15221539,American Journal of Physiology - Heart and Circulatory Physiology,0
2014,09607773,14692171,Contemporary European History,0
2014,00224804,10958673,Journal of Surgical Research,0
2014,00207462,NULL,International Journal of Non-Linear Mechanics,0
2014,00221481,15288943,Journal of Heat Transfer,0
2014,00218936,15289036,"Journal of Applied Mechanics, Transactions ASME",0
2014,19336918,19336926,Cell Adhesion and Migration,1
2014,03636127,15221466,American Journal of Physiology - Renal Physiology,0
2014,00917435,10960260,Preventive Medicine,0
2014,0022328X,NULL,Journal of Organometallic Chemistry,0
2014,15389588,1538957X,Traffic Injury Prevention,0
2014,15389588,1538957X,Traffic Injury Prevention,0
2014,10780947,15535231,Discrete and Continuous Dynamical Systems- Series A,1
2014,NULL,NULL,Integrated Care in Psychiatry: Redefining the Role of Mental Health Professionals in the Medical Setting,0
2014,0161813X,18729711,NeuroToxicology,0
2014,1559128X,21553165,Applied Optics,0
2014,NULL,NULL,Integrated Care in Psychiatry: Redefining the Role of Mental Health Professionals in the Medical Setting,0
2014,1053587X,NULL,IEEE Transactions on Signal Processing,0
2014,03603016,1879355X,International Journal of Radiation Oncology Biology Physics,0
2014,10445463,15578992,Journal of Child and Adolescent Psychopharmacology,0
2014,10810730,10870415,Journal of Health Communication,0
2014,00063223,18732402,Biological Psychiatry,0
2014,02704137,10970045,Prostate,0
2014,03759474,NULL,Nuclear Physics A,0
2014,10445463,15578992,Journal of Child and Adolescent Psychopharmacology,0
2014,10273719,NULL,International Journal of Tuberculosis and Lung Disease,0
2014,00222836,10898638,Journal of Molecular Biology,0
2014,01956663,10958304,Appetite,0
2014,00029165,19383207,American Journal of Clinical Nutrition,1
2014,0308597X,NULL,Marine Policy,0
2014,10466673,15333450,Journal of the American Society of Nephrology,1
2014,00219967,10969861,Journal of Comparative Neurology,0
2014,15537390,15537404,PLoS Genetics,1
2014,00903752,NULL,Nuclear Data Sheets,0
2014,03702693,NULL,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",1
2014,NULL,NULL,Tissue and Organ Regeneration: Advances in Micro- and Nanotechnology,0
2014,NULL,NULL,Tissue and Organ Regeneration: Advances in Micro- and Nanotechnology,0
2014,NULL,NULL,Tissue and Organ Regeneration: Advances in Micro- and Nanotechnology,0
2014,0025326X,18793363,Marine Pollution Bulletin,0
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,17264170,17264189,Biogeosciences,1
2014,NULL,19326203,PLoS ONE,1
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,0022460X,10958568,Journal of Sound and Vibration,0
2014,15345807,18781551,Developmental Cell,1
2014,NULL,17456215,Trials,1
2014,NULL,NULL,Global Biodiversity Finance: The Case for International Payments for Ecosystem Services,0
2014,14337851,15213773,Angewandte Chemie - International Edition,0
2014,NULL,NULL,Handbook of the International Political Economy of Governance,0
2014,NULL,1177889X,Patient Preference and Adherence,1
2014,NULL,19326203,PLoS ONE,1
2014,16616596,14220067,International Journal of Molecular Sciences,1
2014,03042421,15737853,Theory and Society,0
2014,19327447,19327455,Journal of Physical Chemistry C,0
2014,NULL,20411723,Nature Communications,1
2014,21966311,2196632X,Earth Surface Dynamics,1
2014,NULL,20452322,Scientific Reports,1
2014,00319384,1873507X,Physiology and Behavior,0
2014,19360851,1936086X,ACS Nano,1
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,07351097,15583597,Journal of the American College of Cardiology,1
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2014,20403364,20403372,Nanoscale,0
2014,01689002,NULL,"Nuclear Instruments and Methods in Physics Research, Section A: Accelerators, Spectrometers, Detectors and Associated Equipment",0
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",1
2014,1559128X,21553165,Applied Optics,0
2014,0732183X,15277755,Journal of Clinical Oncology,0
2014,NULL,14712148,BMC Evolutionary Biology,1
2014,NULL,21615063,ACS Synthetic Biology,0
2014,NULL,19326203,PLoS ONE,1
2014,NULL,20513933,Movement Ecology,1
2014,15393755,15502376,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",0
2014,NULL,NULL,International Handbook of Emotions in Education,0
2014,09628452,14712954,Proceedings of the Royal Society B: Biological Sciences,0
2014,03622436,15281159,Spine,0
2014,08909091,NULL,ONCOLOGY (United States),0
2014,07437463,15205827,Langmuir,0
2014,00411337,NULL,Transplantation,0
2014,00411337,NULL,Transplantation,0
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,07351097,15583597,Journal of the American College of Cardiology,1
2014,NULL,19326203,PLoS ONE,1
2014,00457949,NULL,Computers and Structures,0
2014,00063223,18732402,Biological Psychiatry,0
2014,00221767,15506606,Journal of Immunology,1
2014,00218979,10897550,Journal of Applied Physics,0
2014,00219231,19343876,Journal of Biblical Literature,0
2014,00219231,19343876,Journal of Biblical Literature,0
2014,10235809,16077946,Nonlinear Processes in Geophysics,1
2014,10706631,10897666,Physics of Fluids,0
2014,21016275,2100014X,EPJ Web of Conferences,1
2014,21016275,2100014X,EPJ Web of Conferences,1
2014,03611817,15388662,Nurse Practitioner,0
2014,03611817,15388662,Nurse Practitioner,0
2014,NULL,14712458,BMC Public Health,1
2014,15393755,15502376,"Physical Review E - Statistical, Nonlinear, and Soft Matter Physics",0
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2014,00092665,15206890,Chemical Reviews,1
2014,15306984,15306992,Nano Letters,1
2014,19466234,19466242,Science Translational Medicine,0
2014,15306984,15306992,Nano Letters,0
2014,NULL,19326203,PLoS ONE,1
2014,11755326,11755334,Zootaxa,0
2014,NULL,19326203,PLoS ONE,1
2014,00319007,10797114,Physical Review Letters,0
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2014,00218979,10897550,Journal of Applied Physics,0
2014,20403364,20403372,Nanoscale,0
2014,05562813,1089490X,Physical Review C - Nuclear Physics,0
2014,01681923,NULL,Agricultural and Forest Meteorology,0
2014,NULL,19326203,PLoS ONE,1
2014,00319007,10797114,Physical Review Letters,0
2014,00319007,10797114,Physical Review Letters,0
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2014,15332748,15332756,Journal of Archival Organization,0
2014,19327447,19327455,Journal of Physical Chemistry C,0
2014,15397734,15397742,Mechanics Based Design of Structures and Machines,0
2014,NULL,NULL,The Herbaceous Layer in Forests of Eastern North America,0
2014,00401706,15372723,Technometrics,0
2014,02726343,1532527X,Electromagnetics,0
2014,13607863,13646915,Aging and Mental Health,0
2014,05562813,1089490X,Physical Review C - Nuclear Physics,0
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2014,1616301X,16163028,Advanced Functional Materials,0
2014,08966273,10974199,Neuron,1
2014,NULL,NULL,Heroism and the Changing Character of War: Toward Post-Heroic Warfare?,0
2014,1942325X,19423268,Circulation: Cardiovascular Genetics,0
2014,NULL,20457634,Cancer medicine,1
2014,09277765,18734367,Colloids and Surfaces B: Biointerfaces,0
2014,17540739,NULL,Emotion Review,0
2014,09501991,14779129,Development (Cambridge),1
2014,00224197,NULL,Journal of Religion and Health,0
2014,01617346,NULL,Ultrasonic Imaging,0
2014,01429612,18785905,Biomaterials,0
2014,NULL,NULL,The Psychology of Social Status,0
2014,NULL,NULL,"Reconstructing Mobility: Environmental, Behavioral, and Morphological Determinants",0
2014,NULL,21967350,Advanced Materials Interfaces,0
2014,NULL,21699011,Journal of Geophysical Research: Earth Surface,1
2014,00321052,NULL,Plastic and Reconstructive Surgery,0
2014,01469592,15394794,Optics Letters,0
2014,00012092,NULL,AORN Journal,0
2014,00221767,15506606,Journal of Immunology,1
2014,21524971,21524998,Cellular Reprogramming,0
2014,0004640X,1572946X,Astrophysics and Space Science,0
2014,0143814X,14697815,Journal of Public Policy,0
2014,10573631,15505065,Journal of Nursing Care Quality,0
2014,10998004,15524175,Biological Research for Nursing,0
2014,01617346,NULL,Ultrasonic Imaging,0
2014,0192513X,15525481,Journal of Family Issues,0
2014,00100277,18737838,Cognition,0
2014,20500688,20500696,Journal of Antitrust Enforcement,0
2014,00283932,18733514,Neuropsychologia,0
2014,NULL,NULL,Cutaneous Hematopathology: Approach to the Diagnosis of Atypical Lymphoid-Hematopoietic Infiltrates in Skin,0
2014,NULL,14726963,BMC Health Services Research,1
2014,17540739,NULL,Emotion Review,0
2014,17540739,NULL,Emotion Review,0
2014,13851101,NULL,Journal of Sea Research,0
2014,00121630,10982302,Developmental Psychobiology,0
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,00099163,13990004,Clinical Genetics,0
2014,00223506,14676494,Journal of Personality,0
2014,02664763,13600532,Journal of Applied Statistics,0
2014,01640313,NULL,Journal of Fusion Energy,0
2014,00313203,NULL,Pattern Recognition,0
2014,03785955,18785891,Hearing Research,1
2014,07490208,15515036,Journal of Coastal Research,0
2014,15560864,15561380,Journal of Thoracic Oncology,1
2014,21620555,21620563,Chinese Sociological Review,0
2014,00121630,10982302,Developmental Psychobiology,0
2014,01401971,10959254,Journal of Adolescence,0
2014,13541013,13652486,Global Change Biology,0
2014,87507587,15221601,Journal of Applied Physiology,0
2014,02763478,1098108X,International Journal of Eating Disorders,0
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,03091708,NULL,Advances in Water Resources,0
2014,14346621,14374331,Clinical Chemistry and Laboratory Medicine,0
2014,08915849,18734596,Free Radical Biology and Medicine,0
2014,10196439,17912423,International Journal of Oncology,1
2014,0363907X,1099114X,International Journal of Energy Research,0
2014,13541013,13652486,Global Change Biology,0
2014,10508619,15327582,International Journal for the Psychology of Religion,0
2014,01615505,NULL,Journal of Nuclear Medicine,1
2014,10966218,15577740,Journal of Palliative Medicine,0
2014,00223514,NULL,Journal of Personality and Social Psychology,0
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,13541013,13652486,Global Change Biology,0
2014,09699961,1095953X,Neurobiology of Disease,0
2014,00219738,15588238,Journal of Clinical Investigation,1
2014,15455009,15455017,Pediatric Blood and Cancer,0
2014,0732183X,15277755,Journal of Clinical Oncology,0
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",0
2014,NULL,NULL,Handbook of Research on Pedagogical Innovations for Sustainable Development,0
2014,16624548,1662453X,Frontiers in Neuroscience,1
2014,05562813,1089490X,Physical Review C - Nuclear Physics,0
2014,05562813,1089490X,Physical Review C - Nuclear Physics,0
2014,01683659,18734995,Journal of Controlled Release,0
2014,10761551,NULL,Molecular Medicine,1
2014,NULL,20411723,Nature Communications,1
2014,NULL,NULL,"Race and Identity in D.H. Lawrence: Indians, Gypsies, and Jews",0
2014,00239186,NULL,Law and Contemporary Problems,0
2014,00239186,NULL,Law and Contemporary Problems,0
2014,00239186,NULL,Law and Contemporary Problems,0
2014,00239186,NULL,Law and Contemporary Problems,0
2014,00239186,NULL,Law and Contemporary Problems,0
2014,NULL,NULL,"Proceedings of the Asia and South Pacific Design Automation Conference, ASP-DAC",0
2014,10976647,1532429X,Journal of Cardiovascular Magnetic Resonance,1
2014,00064971,15280020,Blood,1
2014,15592294,15592308,Epigenetics,0
2014,19360851,1936086X,ACS Nano,0
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,05562813,1089490X,Physical Review C - Nuclear Physics,0
2014,16625161,NULL,Frontiers in Human Neuroscience,1
2014,NULL,19326203,PLoS ONE,1
2014,NULL,14712148,BMC Evolutionary Biology,1
2014,15507998,15502368,"Physical Review D - Particles, Fields, Gravitation and Cosmology",1
2014,00219258,1083351X,Journal of Biological Chemistry,1
2014,00014966,NULL,Journal of the Acoustical Society of America,0
2014,NULL,17558794,BMC Medical Genomics,1
2014,NULL,17456215,Trials,1
2014,00319007,10797114,Physical Review Letters,0
2014,19466234,19466242,Science Translational Medicine,0
2014,NULL,19326203,PLoS ONE,1
2014,00219355,15351386,Journal of Bone and Joint Surgery - Series A,0
2014,09359648,15214095,Advanced Materials,0
2014,09538984,1361648X,Journal of Physics Condensed Matter,0
2014,19466234,19466242,Science Translational Medicine,0
2014,05562813,1089490X,Physical Review C - Nuclear Physics,0
2014,19466234,19466242,Science Translational Medicine,0
2014,NULL,21611653,ACS Macro Letters,0
2014,NULL,NULL,"2014 IEEE Globecom Workshops, GC Wkshps 2014",0
2014,00283878,1526632X,Neurology,0
2014,NULL,19326203,PLoS ONE,1
2014,NULL,19326203,PLoS ONE,1
2014,10980121,1550235X,Physical Review B - Condensed Matter and Materials Physics,0
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,0022460X,10958568,Journal of Sound and Vibration,0
2014,NULL,NULL,"2014 IEEE International Conference on Communication Problem-Solving, ICCP 2014",0
2014,NULL,20411723,Nature Communications,1
2014,NULL,19326203,PLoS ONE,1
2014,NULL,NULL,"2014 6th International Conference on Communication Systems and Networks, COMSNETS 2014",0
2014,00295981,10970207,International Journal for Numerical Methods in Engineering,0
2014,01480227,21562202,Journal of Geophysical Research,1
2014,09501991,14779129,Development (Cambridge),1
2014,1053587X,NULL,IEEE Transactions on Signal Processing,0
2014,02578972,NULL,Surface and Coatings Technology,0
2014,0008543X,10970142,Cancer,0
2014,NULL,NULL,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,0
2014,NULL,NULL,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,0
2014,NULL,NULL,International Conference on Architectural Support for Programming Languages and Operating Systems - ASPLOS,0
2014,00219258,1083351X,Journal of Biological Chemistry,1
2014,00103616,14320916,Communications in Mathematical Physics,0
2014,13891286,NULL,Computer Networks,0
2014,1744683X,17446848,Soft Matter,0
2014,NULL,19326203,PLoS ONE,1
2014,10980121,1550235X,Physical Review B - Condensed Matter and Materials Physics,0
2014,13597345,1364548X,Chemical Communications,0
2014,07351097,15583597,Journal of the American College of Cardiology,1
2014,NULL,1472698X,BMC International Health and Human Rights,1
2014,NULL,10944087,Optics Express,0
2014,00144827,10902422,Experimental Cell Research,0
2014,0732183X,15277755,Journal of Clinical Oncology,0
2014,NULL,19326203,PLoS ONE,1
2014,0264410X,18732518,Vaccine,0
2014,05562813,1089490X,Physical Review C - Nuclear Physics,0
2014,NULL,19326203,PLoS ONE,1
2014,13597345,1364548X,Chemical Communications,0
2014,13597345,1364548X,Chemical Communications,0
2014,03060012,14604744,Chemical Society Reviews,0
2014,05562813,1089490X,Physical Review C - Nuclear Physics,0
2014,03702693,NULL,"Physics Letters, Section B: Nuclear, Elementary Particle and High-Energy Physics",1
2014,16877357,16877365,Advances in High Energy Physics,1
2014,00319007,10797114,Physical Review Letters,0
2014,1741427X,17414288,Evidence-based Complementary and Alternative Medicine,1
2014,00904295,15279995,Urology,0
2014,NULL,19326203,PLoS ONE,1
2014,NULL,19326203,PLoS ONE,1
2014,09628436,14712970,Philosophical Transactions of the Royal Society B: Biological Sciences,1
2014,09628436,14712970,Philosophical Transactions of the Royal Society B: Biological Sciences,1
2014,NULL,14712393,BMC Pregnancy and Childbirth,1
2014,09538984,1361648X,Journal of Physics Condensed Matter,0
2014,09628436,14712970,Philosophical Transactions of the Royal Society B: Biological Sciences,1
2014,00319007,10797114,Physical Review Letters,1
2014,09540121,13600451,AIDS Care - Psychological and Socio-Medical Aspects of AIDS/HIV,0
2014,2150704X,21507058,Remote Sensing Letters,0
2014,00278424,10916490,Proceedings of the National Academy of Sciences of the United States of America,1
2014,01460404,15525783,Investigative Ophthalmology and Visual Science,1
2014,09540121,13600451,AIDS Care - Psychological and Socio-Medical Aspects of AIDS/HIV,0
2014,NULL,19326203,PLoS ONE,1
2014,08852006,NULL,Early Childhood Research Quarterly,0
2014,10639667,NULL,Proceedings of the IEEE International Conference on VLSI Design,0
2014,NULL,19326203,PLoS ONE,1
2014,NULL,19317913,CBE Life Sciences Education,0
2014,20522614,20522622,Cambridge Journal of Postcolonial Literary Inquiry,0
2014,NULL,NULL,The Russian Language Outside the Nation,0
2014,NULL,NULL,Contraception and Pregnancy in Patients with Rheumatic Disease,0
2014,NULL,15525775,The Permanente journal,1
2014,15733971,18756360,Current Rheumatology Reviews,0
2014,20522614,20522622,Cambridge Journal of Postcolonial Literary Inquiry,0
2014,10807683,15577732,Journal of Ocular Pharmacology and Therapeutics,0
2014,07416261,17562171,RAND Journal of Economics,0
2014,17408776,17408784,Management and Organization Review,1
2014,2162237X,21622388,IEEE Transactions on Neural Networks and Learning Systems,1
2014,02780070,NULL,IEEE Transactions on Computer-Aided Design of Integrated Circuits and Systems,0
2014,0094582X,1552678X,Latin American Perspectives,0
2014,1520541X,1525142X,Evolution and Development,0
2014,13985647,13995618,Bipolar Disorders,0
2014,00989444,NULL,Biblical Archaeology Review,0
2014,00143820,15585646,Evolution,1
2014,00943061,19398638,Contemporary Sociology,0
2014,1363755X,14677687,Developmental Science,0
2014,13698486,NULL,Studies in History and Philosophy of Science Part C :Studies in History and Philosophy of Biological and Biomedical Sciences,0
2014,05912385,14679744,Zygon,0
2014,00030996,NULL,American Scientist,0
2014,09630643,14736586,Current Opinion in Urology,0
2014,03405443,NULL,Behavioral Ecology and Sociobiology,0
2014,10553290,NULL,Journal of the Association of Nurses in AIDS Care,0
2014,00188158,15735117,Hydrobiologia,0
2014,08915849,18734596,Free Radical Biology and Medicine,0
2014,09258574,NULL,Ecological Engineering,0
2014,01409883,NULL,Energy Economics,0
2014,NULL,21568650,Medical Science Educator,0
2014,NULL,NULL,"Health and Well-Being in Islamic Societies: Background, Research, and Applications",0
2014,18722105,NULL,Recent Patents on Nanotechnology,0
2014,19404921,NULL,Research in Gerontological Nursing,0
2014,10807683,15577732,Journal of Ocular Pharmacology and Therapeutics,0
2014,10807683,15577732,Journal of Ocular Pharmacology and Therapeutics,0
2014,17930057,17937027,New Mathematics and Natural Computation,0
2014,01469592,15394794,Optics Letters,0
2014,21686203,NULL,JAMA Pediatrics,0
2014,13696998,1941837X,Journal of Medical Economics,0
2014,08891591,10902139,"Brain, Behavior, and Immunity",0
2014,09675868,15322653,Journal of Clinical Neuroscience,0
2014,17427061,18787568,Acta Biomaterialia,0
2014,07403194,15222594,Magnetic Resonance in Medicine,0
2014,01678760,18727697,International Journal of Psychophysiology,0
2014,09205691,15731405,International Journal of Computer Vision,0
2014,0275004X,15392864,Retina,0
2014,17483182,17483190,Bioinspiration and Biomimetics,0
2014,15749541,NULL,Ecological Informatics,0
2014,17446872,17446880,Pharmacogenetics and Genomics,0
2014,10508392,15327795,Journal of Research on Adolescence,0
2014,15423565,NULL,Clinical Gastroenterology and Hepatology,0
2014,00485829,NULL,Public Choice,0
2014,00485829,NULL,Public Choice,0
2014,14348411,16180399,AEU - International Journal of Electronics and Communications,0
2014,0001690X,16000447,Acta Psychiatrica Scandinavica,0
2014,08952477,10982760,Microwave and Optical Technology Letters,0
2014,NULL,20734425,Genes,1
2014,00144835,10960007,Experimental Eye Research,0
2014,01640275,15527573,Research on Aging,0
2014,00489697,18791026,Science of the Total Environment,0
2014,0010938X,NULL,Corrosion Science,0
2014,NULL,NULL,A Systems Theoretic Approach to Systems and Synthetic Biology II: Analysis and Design of Cellular Systems,0
